Bank_Quarter,Credit_Score,Country,Gender,Age,Tenure_Years,Account_Balance,Number_Of_Products,Has_Credit_Card,Active_Status,Estimated_Salary_EUR,Churn_Status
3,850,Germany,Female,36,7,143644.16,1,credit card holder,Inactive Member,22102.25,Exit
1,671,France,Female,38,5,132129.72,1,non credit card holder,Active Member,76068.95,Retain
1,626,France,Female,52,4,0.0,2,credit card holder,Inactive Member,32159.46,Exit
1,770,France,Female,68,5,183555.24,1,non credit card holder,Inactive Member,159557.28,Exit
2,633,France,Male,38,5,91902.56,2,credit card holder,Active Member,107673.35,Retain
4,663,France,Male,40,3,156218.19,1,non credit card holder,Active Member,33607.72,Retain
1,581,Germany,Female,43,6,93259.57,3,credit card holder,Inactive Member,141035.65,Exit
3,561,Germany,Female,45,4,168085.38,2,non credit card holder,Active Member,115719.08,Retain
1,479,Germany,Male,51,7,107714.74,3,credit card holder,Inactive Member,86128.21,Exit
1,769,France,Female,31,7,117852.26,2,credit card holder,Inactive Member,147668.64,Retain
2,659,Spain,Male,60,7,0.0,1,credit card holder,Inactive Member,177480.45,Exit
2,590,Spain,Female,51,7,84474.62,2,credit card holder,Active Member,190937.09,Retain
2,560,France,Male,50,7,0.0,2,credit card holder,Inactive Member,84531.79,Retain
3,437,Germany,Male,35,7,126803.34,2,credit card holder,Active Member,161133.4,Retain
4,661,France,Female,34,6,0.0,2,credit card holder,Inactive Member,185555.63,Retain
4,677,Germany,Female,36,6,68806.84,1,credit card holder,Inactive Member,33075.24,Retain
1,560,France,Female,31,6,115141.18,1,credit card holder,Inactive Member,39806.75,Retain
1,578,France,Female,35,6,0.0,2,non credit card holder,Active Member,26389.92,Retain
2,421,Spain,Male,34,6,90723.36,1,credit card holder,Active Member,12162.76,Retain
2,492,Germany,Female,49,6,151249.45,2,credit card holder,Active Member,167237.94,Retain
3,545,France,Female,32,6,0.0,2,credit card holder,Active Member,52067.37,Retain
3,640,Germany,Female,43,6,94752.49,1,credit card holder,Inactive Member,184006.36,Exit
3,624,Spain,Female,34,6,0.0,1,credit card holder,Inactive Member,582.59,Exit
3,577,Spain,Male,28,5,0.0,1,credit card holder,Inactive Member,143274.41,Retain
4,704,France,Male,31,5,132084.66,3,credit card holder,Active Member,54474.48,Exit
4,523,France,Male,45,5,0.0,2,credit card holder,Active Member,121428.2,Retain
4,793,France,Male,35,5,0.0,2,credit card holder,Active Member,79704.12,Retain
1,564,France,Female,53,5,45472.28,1,credit card holder,Active Member,41055.71,Exit
1,711,France,Male,33,5,0.0,1,non credit card holder,Inactive Member,41590.4,Retain
1,791,Germany,Female,33,5,130229.71,2,non credit card holder,Inactive Member,54019.93,Exit
2,629,Germany,Female,38,5,123948.85,1,credit card holder,Inactive Member,76053.07,Retain
2,729,Germany,Male,39,5,127415.85,1,credit card holder,Active Member,184977.2,Exit
2,651,Germany,Male,35,5,110067.71,1,credit card holder,Inactive Member,127678.95,Exit
2,695,Spain,Male,39,5,65521.2,1,credit card holder,Active Member,1243.97,Retain
3,847,Spain,Male,31,5,0.0,2,credit card holder,Active Member,76326.67,Retain
3,704,France,Male,47,5,0.0,2,credit card holder,Active Member,145338.61,Retain
3,613,Germany,Male,33,5,155736.42,2,credit card holder,Active Member,57751.21,Retain
3,692,Spain,Female,29,5,0.0,2,non credit card holder,Inactive Member,138880.24,Retain
3,720,France,Female,34,5,118307.57,2,credit card holder,Active Member,136120.29,Retain
3,577,France,Male,41,5,0.0,1,credit card holder,Active Member,167621.18,Retain
3,710,Germany,Female,24,4,103099.17,2,credit card holder,Inactive Member,173276.62,Retain
4,716,France,Female,38,4,0.0,2,credit card holder,Active Member,99661.46,Retain
4,410,France,Male,33,4,125789.69,1,non credit card holder,Inactive Member,66333.56,Exit
4,584,Germany,Female,36,4,109646.83,1,credit card holder,Active Member,70240.79,Retain
1,792,France,Male,30,4,127187.86,1,credit card holder,Active Member,113553.42,Retain
1,605,France,Female,36,4,0.0,1,non credit card holder,Active Member,690.84,Retain
2,486,Spain,Male,24,4,0.0,1,credit card holder,Inactive Member,98802.76,Retain
2,615,France,Male,41,4,130385.82,1,non credit card holder,Active Member,130661.95,Retain
3,676,France,Male,23,4,107787.47,1,non credit card holder,Active Member,116378.82,Retain
3,571,France,Male,34,4,99325.04,2,non credit card holder,Active Member,186052.15,Retain
3,850,France,Female,37,4,0.0,1,non credit card holder,Inactive Member,100101.06,Retain
3,717,France,Male,48,4,123764.95,1,credit card holder,Active Member,169952.82,Retain
3,642,Germany,Female,39,4,128264.03,1,credit card holder,Inactive Member,61792.76,Exit
3,780,Spain,Male,47,4,86006.21,1,credit card holder,Active Member,37973.13,Retain
3,492,Germany,Female,38,3,57068.43,2,credit card holder,Inactive Member,188974.81,Retain
3,760,Germany,Male,29,3,103607.24,2,non credit card holder,Active Member,86334.64,Retain
4,500,Spain,Male,40,3,99004.24,1,credit card holder,Active Member,152845.99,Retain
4,654,Spain,Female,36,3,0.0,2,credit card holder,Active Member,146652.11,Retain
4,606,Spain,Female,25,3,147386.72,3,credit card holder,Inactive Member,45482.04,Exit
4,367,Spain,Male,42,3,93608.28,1,credit card holder,Inactive Member,168816.73,Exit
4,799,Spain,Male,38,3,0.0,2,credit card holder,Active Member,59297.34,Retain
4,434,Germany,Male,71,3,119496.87,1,credit card holder,Inactive Member,125848.88,Retain
4,719,Spain,Female,32,3,0.0,1,non credit card holder,Inactive Member,76264.27,Retain
4,641,France,Female,37,3,0.0,2,credit card holder,Inactive Member,3939.87,Retain
4,461,Spain,Female,25,4,0.0,2,credit card holder,Active Member,15306.29,Retain
3,790,Germany,Female,25,6,152885.77,1,credit card holder,Inactive Member,58214.79,Retain
4,588,France,Male,31,6,99607.37,2,non credit card holder,Active Member,35877.03,Retain
4,621,France,Male,27,4,137003.68,1,credit card holder,Inactive Member,21254.06,Retain
2,768,Germany,Male,48,6,122831.58,1,credit card holder,Active Member,24533.89,Exit
3,681,Spain,Male,38,4,99811.44,2,credit card holder,Inactive Member,23531.5,Retain
1,606,Spain,Male,37,6,154712.58,2,credit card holder,Inactive Member,89099.18,Retain
4,542,Spain,Male,37,6,0.0,1,credit card holder,Active Member,807.06,Retain
1,713,Germany,Female,24,6,147687.24,1,credit card holder,Active Member,121592.5,Retain
2,597,Spain,Female,33,6,0.0,2,credit card holder,Active Member,4700.66,Retain
2,635,France,Male,27,5,127009.83,1,credit card holder,Inactive Member,161909.95,Retain
1,599,Germany,Male,61,4,124737.96,1,non credit card holder,Active Member,90389.61,Exit
4,496,Spain,Female,44,3,179356.28,2,credit card holder,Inactive Member,2919.21,Exit
2,759,Spain,Male,31,6,0.0,2,credit card holder,Active Member,99086.74,Retain
3,757,Germany,Male,31,6,127320.36,3,credit card holder,Inactive Member,163170.32,Retain
4,564,Spain,Male,31,5,125175.58,1,credit card holder,Active Member,72757.33,Retain
3,561,France,Female,22,5,186788.96,2,credit card holder,Inactive Member,73286.8,Retain
4,702,France,Male,40,3,148556.74,1,non credit card holder,Active Member,146056.29,Retain
1,678,Germany,Female,40,7,128644.46,1,non credit card holder,Inactive Member,167673.37,Retain
3,707,France,Female,46,5,127476.73,2,credit card holder,Active Member,146011.55,Retain
4,610,France,Female,27,6,159561.93,1,non credit card holder,Active Member,103381.47,Retain
4,744,France,Male,42,4,112419.92,1,credit card holder,Active Member,83022.92,Retain
1,598,France,Male,28,4,129991.76,2,non credit card holder,Active Member,46041.08,Retain
2,562,Spain,Male,36,6,0.0,1,non credit card holder,Active Member,182843.24,Retain
3,621,Spain,Female,59,5,0.0,2,credit card holder,Active Member,171364.18,Retain
1,659,France,Female,50,4,0.0,1,credit card holder,Inactive Member,183399.12,Exit
1,722,Germany,Female,40,4,89175.06,2,non credit card holder,Active Member,152883.95,Retain
4,606,France,Female,39,6,0.0,2,credit card holder,Inactive Member,50560.45,Exit
3,603,Spain,Female,39,3,162390.52,2,credit card holder,Inactive Member,54702.66,Retain
2,506,Germany,Female,59,5,190353.08,1,credit card holder,Inactive Member,78365.75,Retain
1,715,France,Male,21,4,0.0,2,credit card holder,Inactive Member,68666.63,Retain
3,690,France,Male,47,7,0.0,2,credit card holder,Inactive Member,151375.73,Retain
1,644,France,Female,40,5,139180.97,1,credit card holder,Active Member,19959.67,Retain
2,589,France,Male,36,5,114435.47,1,credit card holder,Inactive Member,26955.72,Retain
3,592,France,Female,66,5,149950.19,1,credit card holder,Active Member,76267.59,Retain
4,632,France,Male,42,4,126115.6,1,credit card holder,Inactive Member,100998.5,Retain
3,577,Germany,Female,59,4,111396.97,1,non credit card holder,Active Member,191070.01,Retain
4,588,France,Male,30,3,115007.08,1,non credit card holder,Inactive Member,176858.5,Retain
3,617,France,Male,54,7,102141.9,1,credit card holder,Active Member,45325.26,Retain
1,668,Spain,Female,36,7,133686.52,1,credit card holder,Inactive Member,190958.48,Exit
1,810,France,Male,32,7,120879.73,2,non credit card holder,Active Member,78896.59,Retain
4,767,Spain,Male,47,6,0.0,1,credit card holder,Inactive Member,121964.46,Exit
3,718,Spain,Female,49,3,82321.88,1,non credit card holder,Active Member,11144.4,Retain
4,589,Spain,Female,27,5,0.0,2,credit card holder,Inactive Member,144181.48,Retain
2,778,Spain,Male,33,7,116474.28,2,credit card holder,Active Member,32757.55,Retain
3,724,France,Female,34,6,132352.69,1,credit card holder,Inactive Member,80320.3,Retain
3,477,Germany,Female,39,5,182491.57,1,credit card holder,Inactive Member,185830.72,Retain
4,580,France,Male,34,5,0.0,2,credit card holder,Active Member,160095.31,Retain
4,566,Spain,Male,63,4,120787.18,2,credit card holder,Active Member,52198.84,Retain
3,711,France,Female,29,4,130181.47,2,credit card holder,Inactive Member,31811.44,Retain
2,706,Germany,Male,32,6,88348.43,2,credit card holder,Active Member,104181.78,Retain
2,703,Spain,Male,31,6,0.0,2,credit card holder,Active Member,67667.19,Retain
4,679,Germany,Male,39,5,146186.28,2,credit card holder,Active Member,193974.47,Retain
2,603,France,Male,32,5,0.0,1,credit card holder,Inactive Member,198055.94,Exit
2,598,Spain,Male,34,5,104488.17,1,non credit card holder,Active Member,43249.67,Retain
3,836,Germany,Female,32,5,109196.67,2,credit card holder,Inactive Member,55218.02,Retain
4,687,France,Female,61,6,80538.56,1,credit card holder,Inactive Member,131305.37,Exit
4,704,Germany,Male,41,5,109026.8,2,credit card holder,Active Member,43117.1,Retain
1,605,Germany,Male,75,7,61319.63,1,non credit card holder,Active Member,186655.11,Retain
2,516,France,Female,40,5,0.0,2,non credit card holder,Active Member,33266.29,Retain
2,572,France,Female,39,4,0.0,2,credit card holder,Active Member,555.28,Retain
2,557,France,Male,42,7,177822.03,1,credit card holder,Inactive Member,150944.31,Exit
4,443,Germany,Male,59,6,110939.3,1,credit card holder,Inactive Member,72846.58,Exit
1,604,Germany,Male,25,7,165413.43,1,credit card holder,Active Member,35279.74,Retain
3,483,France,Male,27,5,77805.66,1,credit card holder,Active Member,2101.89,Retain
4,702,France,Male,50,4,0.0,2,non credit card holder,Inactive Member,94949.84,Retain
3,670,Spain,Female,57,4,175575.95,2,credit card holder,Inactive Member,99061.75,Exit
4,804,Spain,Female,38,3,124197.22,1,credit card holder,Inactive Member,74692.06,Retain
4,850,France,Female,30,6,0.0,2,credit card holder,Inactive Member,116692.8,Retain
4,554,France,Female,39,6,160132.75,1,credit card holder,Inactive Member,32824.15,Retain
4,588,Germany,Female,37,6,70258.88,2,credit card holder,Inactive Member,139607.61,Retain
2,758,Germany,Male,32,6,162657.64,2,credit card holder,Active Member,115525.13,Retain
3,787,Germany,Male,43,6,132217.45,1,credit card holder,Inactive Member,20955.03,Exit
4,582,Spain,Male,25,4,148042.97,2,credit card holder,Inactive Member,52341.15,Retain
4,633,Spain,Female,33,4,92855.02,1,credit card holder,Active Member,159813.18,Retain
2,766,Germany,Male,47,4,129289.98,1,credit card holder,Inactive Member,169935.46,Exit
4,564,Spain,Male,37,3,100252.18,1,credit card holder,Active Member,146033.52,Retain
3,602,Spain,Male,37,7,107592.89,2,non credit card holder,Active Member,153122.73,Retain
1,649,France,Male,39,7,113096.41,1,credit card holder,Active Member,60335.24,Retain
3,679,Spain,Female,40,7,0.0,2,credit card holder,Active Member,163757.29,Retain
2,639,Spain,Male,34,4,149940.04,2,non credit card holder,Inactive Member,156648.81,Retain
3,790,Germany,Male,50,4,121438.58,1,credit card holder,Active Member,176471.78,Exit
4,565,France,Male,32,3,0.0,2,credit card holder,Inactive Member,5388.3,Retain
1,478,France,Female,50,4,0.0,1,non credit card holder,Active Member,93332.64,Exit
3,825,France,Male,29,3,148874.01,2,non credit card holder,Active Member,71192.82,Retain
1,528,Spain,Female,32,4,68138.37,1,credit card holder,Active Member,170309.19,Retain
4,577,Spain,Male,35,3,110080.3,1,credit card holder,Active Member,109794.31,Retain
4,663,France,Male,24,5,0.0,2,credit card holder,Active Member,166310.82,Retain
2,505,Germany,Female,25,6,114268.85,2,credit card holder,Active Member,126728.27,Retain
4,633,Germany,Male,29,5,117412.35,1,non credit card holder,Inactive Member,30338.94,Retain
2,586,France,Female,38,4,0.0,2,credit card holder,Active Member,37935.83,Retain
4,850,France,Female,35,3,0.0,2,non credit card holder,Inactive Member,25329.48,Retain
1,629,Germany,Female,37,4,35549.81,2,non credit card holder,Inactive Member,49676.33,Retain
3,744,France,Male,56,5,0.0,2,credit card holder,Active Member,169498.61,Retain
3,750,France,Male,36,4,136492.92,3,credit card holder,Active Member,26500.29,Exit
3,637,Germany,Male,28,5,123675.69,1,credit card holder,Active Member,166458.41,Retain
4,575,France,Female,40,4,139532.34,1,credit card holder,Inactive Member,181294.39,Retain
3,671,Spain,Male,58,4,178713.98,1,credit card holder,Active Member,21768.21,Retain
2,571,France,Male,40,7,0.0,2,non credit card holder,Inactive Member,72849.29,Retain
2,590,France,Male,41,6,89086.31,1,credit card holder,Inactive Member,24499.97,Retain
2,619,Spain,Male,38,6,96143.47,1,non credit card holder,Inactive Member,98994.92,Retain
2,640,Germany,Female,30,4,32197.64,1,non credit card holder,Active Member,141446.01,Retain
4,670,France,Male,38,3,0.0,2,credit card holder,Active Member,77864.41,Retain
1,737,France,Female,33,6,0.0,2,credit card holder,Inactive Member,115115.32,Retain
4,555,Spain,Male,32,5,0.0,2,non credit card holder,Active Member,168605.96,Retain
1,742,France,Male,33,4,0.0,2,non credit card holder,Inactive Member,38550.4,Retain
1,618,Germany,Female,40,4,140306.38,1,credit card holder,Inactive Member,160618.61,Exit
4,560,France,Female,35,6,0.0,2,credit card holder,Inactive Member,3701.63,Retain
3,654,France,Male,38,3,0.0,2,credit card holder,Inactive Member,88659.44,Retain
2,787,Germany,Female,42,4,74483.97,2,non credit card holder,Active Member,44273.91,Retain
3,611,France,Female,53,6,0.0,2,non credit card holder,Active Member,156495.39,Exit
2,559,Spain,Male,34,4,0.0,1,credit card holder,Inactive Member,182988.94,Retain
3,481,France,Male,37,5,152303.66,2,credit card holder,Active Member,175082.2,Retain
1,753,Germany,Male,32,5,159904.79,1,credit card holder,Inactive Member,148811.14,Retain
4,675,France,Male,32,6,0.0,3,credit card holder,Inactive Member,85901.09,Retain
4,748,Germany,Female,31,4,99557.94,1,credit card holder,Inactive Member,199255.32,Retain
3,610,Spain,Female,46,7,116886.59,1,non credit card holder,Inactive Member,107973.44,Retain
4,580,Spain,Male,32,6,142188.2,2,non credit card holder,Active Member,128028.6,Retain
1,624,Germany,Female,40,6,149961.99,2,credit card holder,Inactive Member,104610.86,Retain
2,709,France,Female,36,6,0.0,2,credit card holder,Active Member,69676.55,Retain
3,605,France,Female,34,6,0.0,1,non credit card holder,Inactive Member,35982.42,Retain
2,706,Spain,Male,53,5,0.0,2,non credit card holder,Active Member,117939.17,Retain
3,567,Spain,Male,40,5,28649.64,1,credit card holder,Active Member,95140.62,Retain
1,747,France,Female,21,4,81025.6,2,credit card holder,Inactive Member,167682.57,Retain
2,664,France,Male,57,4,0.0,2,credit card holder,Active Member,56562.57,Retain
4,711,France,Female,39,6,152462.79,1,credit card holder,Inactive Member,90305.97,Retain
2,609,France,Male,25,6,0.0,1,non credit card holder,Active Member,109895.16,Retain
3,632,Spain,Male,28,6,155519.59,1,credit card holder,Inactive Member,1843.24,Retain
4,725,France,Female,36,5,118851.05,1,credit card holder,Active Member,102747.02,Retain
3,850,France,Female,34,4,92899.27,2,credit card holder,Inactive Member,97465.89,Retain
3,682,France,Male,40,4,0.0,1,non credit card holder,Active Member,105352.55,Retain
4,797,France,Male,37,4,75263.7,1,credit card holder,Inactive Member,85801.77,Retain
2,668,Spain,Male,38,4,147904.31,1,credit card holder,Active Member,69370.05,Retain
3,783,Germany,Female,41,4,106640.5,1,credit card holder,Inactive Member,176945.96,Retain
1,766,Germany,Female,28,4,90696.78,1,non credit card holder,Active Member,21597.2,Retain
4,704,Spain,Female,36,6,175509.8,2,credit card holder,Inactive Member,152039.67,Retain
3,722,France,Male,40,5,0.0,2,credit card holder,Active Member,111893.09,Retain
2,692,France,Female,34,7,0.0,2,credit card holder,Inactive Member,195074.62,Retain
1,584,France,Female,35,5,114321.28,2,non credit card holder,Inactive Member,15959.01,Retain
4,644,Germany,Female,51,6,95560.04,1,non credit card holder,Inactive Member,72628.84,Exit
4,598,Germany,Female,50,4,88379.81,3,non credit card holder,Active Member,64157.24,Exit
4,733,Germany,Male,48,4,85915.52,1,credit card holder,Active Member,23860.5,Retain
1,615,Germany,Male,58,4,72309.3,1,credit card holder,Active Member,85687.09,Exit
4,850,France,Female,39,5,0.0,2,credit card holder,Inactive Member,179451.42,Retain
4,521,France,Male,43,5,0.0,1,credit card holder,Active Member,93180.09,Retain
4,675,France,Male,69,6,0.0,2,credit card holder,Inactive Member,157097.09,Retain
1,746,France,Male,58,7,0.0,3,credit card holder,Active Member,80344.96,Exit
3,770,France,Female,33,6,0.0,1,credit card holder,Inactive Member,26080.54,Exit
4,618,France,Male,30,5,133844.22,1,credit card holder,Active Member,31406.93,Retain
3,556,France,Male,36,4,154872.08,2,credit card holder,Active Member,32044.64,Retain
4,749,France,Female,27,3,0.0,2,credit card holder,Inactive Member,132734.87,Retain
4,702,Spain,Male,43,3,116121.67,1,credit card holder,Inactive Member,61602.42,Retain
4,555,Germany,Male,42,5,107104.5,1,credit card holder,Active Member,41304.44,Exit
1,587,France,Male,47,7,71026.77,1,credit card holder,Inactive Member,57962.41,Retain
3,639,France,Male,38,6,0.0,1,credit card holder,Inactive Member,42862.82,Retain
3,643,France,Male,33,5,0.0,2,credit card holder,Active Member,152992.04,Retain
3,600,France,Female,41,4,0.0,2,credit card holder,Active Member,91193.65,Retain
3,651,France,Male,53,3,0.0,2,credit card holder,Active Member,130132.41,Retain
2,666,France,Female,27,4,0.0,2,non credit card holder,Inactive Member,88751.45,Retain
4,520,France,Female,39,6,145644.05,1,non credit card holder,Inactive Member,104118.93,Retain
2,650,Spain,Female,50,6,129667.77,1,non credit card holder,Inactive Member,42028.16,Retain
4,564,Germany,Male,33,5,109341.87,1,credit card holder,Inactive Member,75632.78,Retain
3,586,France,Male,64,4,0.0,2,credit card holder,Active Member,53710.23,Retain
1,617,France,Female,35,4,0.0,2,non credit card holder,Active Member,13066.3,Retain
4,712,Spain,Female,30,3,0.0,2,credit card holder,Inactive Member,152417.97,Retain
4,654,France,Male,55,3,87485.67,1,credit card holder,Active Member,3299.01,Retain
4,605,France,Male,27,3,0.0,2,credit card holder,Inactive Member,198091.81,Retain
4,491,France,Female,36,3,53369.13,1,credit card holder,Active Member,103934.12,Retain
4,707,France,Female,35,4,0.0,2,credit card holder,Active Member,70403.65,Retain
2,638,Spain,Male,34,6,146679.77,1,credit card holder,Inactive Member,102179.86,Retain
4,683,France,Male,43,5,112499.42,2,credit card holder,Inactive Member,30375.18,Retain
4,815,Spain,Female,38,5,48387.0,1,credit card holder,Inactive Member,184796.84,Retain
3,645,Spain,Male,38,4,68079.8,1,non credit card holder,Active Member,166264.89,Retain
2,645,Germany,Male,49,5,160133.88,1,non credit card holder,Active Member,88391.97,Retain
3,683,France,Male,30,5,66190.33,1,credit card holder,Active Member,115186.97,Retain
3,705,France,Female,37,5,0.0,2,credit card holder,Active Member,13935.53,Exit
3,647,France,Male,35,5,123761.68,1,credit card holder,Inactive Member,83910.4,Retain
4,786,Germany,Female,33,4,122325.58,1,non credit card holder,Inactive Member,34712.34,Exit
2,534,France,Male,41,4,0.0,2,credit card holder,Inactive Member,13871.34,Retain
3,602,Spain,Female,42,4,138912.17,1,credit card holder,Active Member,139494.75,Retain
3,695,France,Female,42,4,0.0,2,non credit card holder,Active Member,140724.64,Retain
4,553,Germany,Female,25,3,128524.19,2,credit card holder,Inactive Member,20682.46,Retain
4,516,Spain,Female,31,3,0.0,2,credit card holder,Inactive Member,124202.26,Retain
4,655,France,Female,34,3,0.0,2,credit card holder,Inactive Member,159638.77,Retain
4,849,Germany,Female,49,3,132934.89,1,credit card holder,Inactive Member,171056.65,Exit
2,520,Germany,Male,43,6,150805.17,3,non credit card holder,Active Member,25333.03,Exit
2,568,Spain,Female,46,5,0.0,2,credit card holder,Active Member,29372.62,Retain
4,695,Spain,Male,32,4,0.0,3,non credit card holder,Active Member,38533.79,Retain
2,807,Spain,Female,28,4,165969.26,3,credit card holder,Inactive Member,156122.13,Exit
4,642,Germany,Female,36,5,124495.98,3,credit card holder,Active Member,57904.22,Exit
2,703,Germany,Male,39,7,141559.5,1,credit card holder,Active Member,31257.1,Exit
1,556,France,Male,38,5,114756.14,1,credit card holder,Inactive Member,193214.05,Retain
3,585,France,Female,30,5,0.0,2,credit card holder,Active Member,137757.69,Retain
4,587,Germany,Female,49,4,155393.98,2,credit card holder,Inactive Member,13308.2,Exit
4,524,Spain,Female,32,3,0.0,1,credit card holder,Active Member,132861.9,Exit
4,556,Germany,Female,31,4,128663.81,2,credit card holder,Inactive Member,125083.29,Retain
4,504,Spain,Male,44,3,113522.64,1,credit card holder,Active Member,12405.2,Retain
4,731,Spain,Female,26,6,0.0,2,credit card holder,Inactive Member,37697.29,Retain
3,651,France,Male,34,5,0.0,2,credit card holder,Active Member,105599.65,Retain
2,675,Spain,Female,40,7,79035.95,1,credit card holder,Inactive Member,142783.98,Exit
4,657,Spain,Female,22,5,0.0,3,non credit card holder,Active Member,168412.07,Exit
4,686,Germany,Male,33,4,141918.09,2,non credit card holder,Active Member,184036.47,Retain
2,690,France,Female,35,4,107944.33,2,non credit card holder,Inactive Member,48478.47,Retain
3,567,France,Male,36,7,0.0,2,non credit card holder,Active Member,3896.08,Retain
4,557,Germany,Male,57,6,120043.13,1,credit card holder,Inactive Member,132370.75,Exit
4,446,Spain,Female,45,5,125191.69,1,credit card holder,Active Member,128260.86,Exit
3,850,France,Male,31,5,96399.31,2,credit card holder,Inactive Member,106534.15,Retain
4,637,France,Male,41,4,0.0,2,non credit card holder,Active Member,102515.42,Retain
4,499,France,Male,60,4,76961.6,2,credit card holder,Active Member,83643.87,Retain
2,622,Germany,Female,34,4,98675.74,1,credit card holder,Inactive Member,138906.85,Exit
3,684,Germany,Male,37,4,126817.13,2,credit card holder,Active Member,29995.83,Exit
4,612,France,Male,32,3,121394.42,1,credit card holder,Inactive Member,164081.42,Retain
4,813,Germany,Female,29,3,106059.4,1,non credit card holder,Inactive Member,187976.88,Exit
2,850,Germany,Male,44,4,112755.34,2,non credit card holder,Inactive Member,158171.36,Retain
3,795,Spain,Male,29,4,0.0,2,non credit card holder,Inactive Member,155711.64,Retain
3,628,Spain,Female,55,4,0.0,3,credit card holder,Inactive Member,85890.75,Exit
3,565,Germany,Female,38,4,145400.69,2,credit card holder,Active Member,83844.79,Retain
3,601,France,Male,39,4,72647.64,1,credit card holder,Inactive Member,41777.9,Exit
4,802,Spain,Male,40,3,0.0,2,credit card holder,Active Member,81908.09,Retain
3,614,Germany,Female,37,7,96340.81,2,credit card holder,Active Member,139377.24,Exit
4,434,Spain,Male,55,6,0.0,1,non credit card holder,Active Member,73562.05,Exit
4,522,Germany,Male,32,6,124450.36,2,credit card holder,Active Member,165786.1,Retain
4,550,Germany,Male,36,6,113877.23,2,credit card holder,Inactive Member,174921.91,Retain
4,599,Spain,Male,25,6,0.0,2,credit card holder,Active Member,120790.02,Retain
1,493,France,Female,36,6,148667.81,2,credit card holder,Inactive Member,56092.51,Retain
3,755,France,Male,34,6,0.0,2,credit card holder,Active Member,158816.03,Retain
4,605,France,Female,62,5,111065.93,2,non credit card holder,Active Member,125660.99,Retain
4,708,France,Male,41,4,0.0,1,credit card holder,Inactive Member,128400.62,Retain
1,699,France,Male,44,4,158697.61,1,credit card holder,Inactive Member,107181.22,Retain
1,763,France,Female,53,4,0.0,1,credit card holder,Inactive Member,77203.72,Exit
4,743,Spain,Male,25,3,0.0,2,credit card holder,Inactive Member,129740.11,Retain
1,660,France,Female,48,7,90044.32,2,non credit card holder,Active Member,187604.97,Exit
3,619,Germany,Male,38,3,84651.79,1,credit card holder,Active Member,184754.26,Retain
4,739,Germany,Male,32,3,102128.27,1,credit card holder,Inactive Member,63981.37,Exit
4,769,Germany,Male,60,4,148846.39,1,credit card holder,Inactive Member,192831.67,Exit
3,692,France,Male,69,5,154953.94,1,credit card holder,Active Member,70849.47,Retain
3,560,France,Female,30,4,108883.29,1,credit card holder,Inactive Member,27914.95,Retain
4,607,France,Female,48,4,112070.86,3,credit card holder,Inactive Member,173568.3,Exit
4,630,Germany,Male,29,5,131354.39,1,non credit card holder,Active Member,9324.31,Exit
2,767,Germany,Female,45,4,132746.2,2,credit card holder,Inactive Member,26628.88,Exit
1,543,France,Female,34,7,0.0,2,non credit card holder,Active Member,145601.8,Retain
1,776,France,Male,39,7,125211.55,2,credit card holder,Inactive Member,144496.07,Retain
4,535,Spain,Male,58,6,0.0,2,credit card holder,Active Member,11779.98,Exit
4,549,Germany,Male,36,6,139422.37,1,non credit card holder,Inactive Member,83983.39,Exit
4,844,France,Female,28,6,0.0,2,non credit card holder,Active Member,123318.37,Retain
3,586,Germany,Female,47,6,157099.47,2,credit card holder,Active Member,65481.86,Retain
4,583,France,Male,40,4,0.0,2,credit card holder,Inactive Member,47728.0,Retain
3,701,Spain,Male,26,6,83600.24,1,non credit card holder,Active Member,59195.05,Retain
4,726,France,Male,28,5,0.0,1,non credit card holder,Inactive Member,98060.51,Retain
4,829,Germany,Male,36,3,81795.74,2,credit card holder,Inactive Member,90106.94,Retain
4,749,Spain,Male,38,6,129378.32,1,credit card holder,Active Member,13549.34,Retain
2,743,France,Female,46,5,0.0,1,credit card holder,Inactive Member,113436.08,Retain
3,619,Spain,Female,56,5,0.0,2,credit card holder,Active Member,42442.21,Retain
1,699,France,Male,22,4,99339.0,1,credit card holder,Inactive Member,68297.61,Exit
4,749,Spain,Male,36,4,0.0,2,non credit card holder,Inactive Member,80134.65,Retain
3,600,Germany,Female,29,4,74430.1,2,credit card holder,Active Member,96051.1,Retain
2,760,Spain,Male,38,5,91241.85,1,non credit card holder,Active Member,80682.35,Retain
3,528,Germany,Male,32,7,99092.45,1,non credit card holder,Active Member,111149.98,Retain
2,630,France,Female,26,5,0.0,2,credit card holder,Inactive Member,182612.38,Retain
3,683,Germany,Female,39,5,100062.16,2,credit card holder,Inactive Member,109201.43,Retain
3,677,Germany,Female,26,5,98723.67,1,non credit card holder,Active Member,151146.67,Retain
2,669,Spain,Male,29,5,0.0,1,credit card holder,Active Member,93901.61,Retain
1,693,France,Male,43,4,128760.32,1,credit card holder,Inactive Member,36342.79,Retain
3,612,Spain,Female,52,3,144772.69,1,non credit card holder,Inactive Member,98302.57,Exit
4,719,Spain,Male,44,3,0.0,1,non credit card holder,Inactive Member,84972.9,Exit
1,702,France,Male,26,4,71281.29,1,credit card holder,Active Member,108747.12,Exit
4,755,France,Male,29,5,117035.89,1,credit card holder,Active Member,21862.19,Retain
